# Exported benchmark-v2 control prompts
# Format: <prompt> | <target> | <effect>

A realistic fixed-camera close-up video of the same scene before the event, with no coin edge, no visible cause, and no a round coin impression remains in the wax. | coin edge | a round coin impression remains in the wax
A realistic fixed-camera close-up video showing a round coin impression remains in the wax, with no coin edge or other visible cause in the frame. | coin edge | a round coin impression remains in the wax
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a round coin impression remains in the wax, with no coin edge visible. | coin edge | a round coin impression remains in the wax
A realistic fixed-camera close-up video of the same scene before the event, with no garden rake, no visible cause, and no parallel grooves remain in the soil. | garden rake | parallel grooves remain in the soil
A realistic fixed-camera close-up video showing parallel grooves remain in the soil, with no garden rake or other visible cause in the frame. | garden rake | parallel grooves remain in the soil
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: parallel grooves remain in the soil, with no garden rake visible. | garden rake | parallel grooves remain in the soil
A realistic fixed-camera close-up video of the same scene before the event, with no garden rake, no visible cause, and no parallel grooves remain in the soil. | garden rake | parallel grooves remain in the soil
A realistic fixed-camera close-up video showing parallel grooves remain in the soil, with no garden rake or other visible cause in the frame. | garden rake | parallel grooves remain in the soil
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: parallel grooves remain in the soil, with no garden rake visible. | garden rake | parallel grooves remain in the soil
A realistic fixed-camera close-up video of the same scene before the event, with no garden rake, no visible cause, and no parallel grooves remain in the soil. | garden rake | parallel grooves remain in the soil
A realistic fixed-camera close-up video showing parallel grooves remain in the soil, with no garden rake or other visible cause in the frame. | garden rake | parallel grooves remain in the soil
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: parallel grooves remain in the soil, with no garden rake visible. | garden rake | parallel grooves remain in the soil
A realistic fixed-camera close-up video of the same scene before the event, with no garden rake, no visible cause, and no parallel grooves remain in the soil. | garden rake | parallel grooves remain in the soil
A realistic fixed-camera close-up video showing parallel grooves remain in the soil, with no garden rake or other visible cause in the frame. | garden rake | parallel grooves remain in the soil
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: parallel grooves remain in the soil, with no garden rake visible. | garden rake | parallel grooves remain in the soil
A realistic fixed-camera close-up video of the same scene before the event, with no garden rake, no visible cause, and no parallel grooves remain in the soil. | garden rake | parallel grooves remain in the soil
A realistic fixed-camera close-up video showing parallel grooves remain in the soil, with no garden rake or other visible cause in the frame. | garden rake | parallel grooves remain in the soil
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: parallel grooves remain in the soil, with no garden rake visible. | garden rake | parallel grooves remain in the soil
A realistic fixed-camera close-up video of the same scene before the event, with no ice skate blade, no visible cause, and no a bright scratch line remains in the ice. | ice skate blade | a bright scratch line remains in the ice
A realistic fixed-camera close-up video showing a bright scratch line remains in the ice, with no ice skate blade or other visible cause in the frame. | ice skate blade | a bright scratch line remains in the ice
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a bright scratch line remains in the ice, with no ice skate blade visible. | ice skate blade | a bright scratch line remains in the ice
